User Interface Language Code Identifier|20% - Accent1|20% - Accent2|20% - Accent3|20% - Accent4|20% - Accent5|20% - Accent6|40% - Accent1|40% - Accent2|40% - Accent3|40% - Accent4|40% - Accent5|40% - Accent6|60% - Accent1|60% - Accent2|60% - Accent3|60% - Accent4|60% - Accent5|60% - Accent6|Accent1|Accent2|Accent3|Accent4|Accent5|Accent6|Bad|Calculation|Check Cell|Comma|Comma [0]|Currency|Currency [0]|Explanatory Text|Good|Heading 1|Heading 2|Heading 3|Heading 4|Input|Linked Cell|Neutral|Normal|Note|Output|Percent|Title|Total|Warning Text
1100|20% - ആക്‌സെന്‍റ്1|20% - ആക്‌സെന്‍റ്2|20% - ആക്‌സെന്‍റ്3|20% - ആക്‌സെന്‍റ്4|20% - ആക്‌സെന്‍റ്5|20% - ആക്‌സെന്‍റ്6|40% - ആക്‌സെന്‍റ്1|40% - ആക്‌സെന്‍റ്2|40% - ആക്‌സെന്‍റ്3|40% - ആക്‌സെന്‍റ്4|40% - ആക്‌സെന്‍റ്5|40% - ആക്‌സെന്‍റ്6|60% - ആക്‌സെന്‍റ്1|60% - ആക്‌സെന്‍റ്2|60% - ആക്‌സെന്‍റ്3|60% - ആക്‌സെന്‍റ്4|60% - ആക്‌സെന്‍റ്5|60% - ആക്‌സെന്‍റ്6|ആക്‌സെന്‍റ്1|ആക്‌സെന്‍റ്2|ആക്‌സെന്‍റ്3|ആക്‌സെന്‍റ്4|ആക്‌സെന്‍റ്5|ആക്‌സെന്‍റ്6|മോശം|ഗണനം|കളം ചെക്ക്‌ചെയ്യുക|അല്പവിരാമം|അല്പവിരാമം [0]|നാണയം|നാണയം [0]|വിശദീകരണ പാഠം|നല്ലത്|തലക്കെട്ട് 1|തലക്കെട്ട് 2|തലക്കെട്ട് 3|തലക്കെട്ട് 4|ഇന്‍പുട്ട്|ലിങ്കുചെയ്‌ത കളം|ന്യൂട്രല്‍|Normal|കുറിപ്പ്|ഔട്ട്പുട്ട്|ശതമാനം|ശീര്‍ഷകം|മൊത്തം|മുന്നറിയിപ്പ് പാഠം
1101|20%-এচেণ্ট1|20%-একচেন্ট2|20%-একচেন্ট3|20%-একচেন্ট4|20%-একচেন্ট5|20%-একচেন্ট6|40%-একচেন্ট1|40%-একচেন্ট2|40%-একচেন্ট3|40%-একচেন্ট4|40%-একচেন্ট5|40%-একচেন্ট6|60%-একচেন্ট1|60%-একচেন্ট2|60%-একচেন্ট3|60%-একচেন্ট4|60%-একচেন্ট5|60%-একচেন্ট6|একচেন্ট1|একচেন্ট2|একচেন্ট3|একচেন্ট4|একচেন্ট5|একচেন্ট6|বেয়া|পৰিকলন|কোষ পৰীক্ষণ কৰক|ক'মা|ক'মা [0]|মুদ্ৰা|মুদ্ৰা [0]|বাখ্যামূলক পাঠ|ভাল|শীৰ্ষক 1|শীৰ্ষক 2|শীৰ্ষক 3|শীৰ্ষক 4|ইনপুট|লিংক কৰা কোষ|নিৰপেক্ষ|সাধাৰণ|টোকা|আউটপুট|শতাংশ|শীৰ্ষক|মুঠ|সকীয়নি পাঠ
1102|20% - उच्चारण1|20% - उच्चारण2|20% - उच्चारण3|20% - उच्चारण4|20% - उच्चारण5|20% - उच्चारण6|40% - उच्चारण1|40% - उच्चारण2|40% - उच्चारण3|40% - उच्चारण4|40% - उच्चारण5|40% - उच्चारण6|60% - उच्चारण1|60% - उच्चारण2|60% - उच्चारण3|60% - उच्चारण4|60% - उच्चारण5|60% - उच्चारण6|उच्चारण1|उच्चारण2|उच्चारण3|उच्चारण4|उच्चारण5|उच्चारण6|वाईट|गणना|कक्ष तपासा|स्वल्पविराम|स्वल्पविराम [0]|चलन|चलन [0]|स्पष्टीकरणात्मक मजकूर|चांगले|शीर्षलेख 1|शीर्षलेख 2|शीर्षलेख 3|शीर्षलेख 4|इनपुट|लिंक्ड कक्ष|तटस्थ|सामान्य|नोट|आउटपुट|टक्के|शीर्षक|एकूण|चेतावणी मजकूर
1104|20% - Онцлон тэмдэглэх1|20% - Онцлон тэмдэглэх2|20% - Онцлон тэмдэглэх3|20% - Онцлон тэмдэглэх4|20% - Онцлон тэмдэглэх5|20% - Онцлон тэмдэглэх6|40% - Онцлон тэмдэглэх1|40% - Онцлон тэмдэглэх2|40% - Онцлон тэмдэглэх3|40% - Онцлон тэмдэглэх4|40% - Онцлон тэмдэглэх5|40% - Онцлон тэмдэглэх6|60% - Онцлон тэмдэглэх1|60% - Онцлон тэмдэглэх2|60% - Онцлон тэмдэглэх3|60% - Онцлон тэмдэглэх4|60% - Онцлон тэмдэглэх5|60% - Онцлон тэмдэглэх6|Онцлон тэмдэглэх1|Онцлон тэмдэглэх2|Онцлон тэмдэглэх3|Онцлон тэмдэглэх4|Онцлон тэмдэглэх5|Онцлон тэмдэглэх6|Муу|Тооцоолол|Нүдийг чагтлах|Таслал|Таслал [0]|Валют|Валют [0]|Тайлбарласан бичвэр|Сайн|Гарчиг 1|Гарчиг 2|Гарчиг 3|Гарчиг 4|Оролт|Холбоостой нүд|Саармаг|Ердийн|Тэмдэглэл|Гаралт|Хувь|Гарчиг|Дүн|Анхааруулга
1106|20% - Pwyslais1|20% - Pwyslais2|20% - Pwyslais3|20% - Pwyslais4|20% - Pwyslais5|20% - Pwyslais6|40% - Pwyslais1|40% - Pwyslais2|40% - Pwyslais3|40% - Pwyslais4|40% - Pwyslais5|40% - Pwyslais6|60% - Pwyslais1|60% - Pwyslais2|60% - Pwyslais3|60% - Pwyslais4|60% - Pwyslais5|60% - Pwyslais6|Pwyslais1|Pwyslais2|Pwyslais3|Pwyslais4|Pwyslais5|Pwyslais6|Gwael|Cyfrifiad|Ticio Cell|Atalnod|Atalnod [0]|Math o Arian|Math o Arian [0]|Testun Esboniadol|Da|Pennawd 1|Pennawd 2|Pennawd 3|Pennawd 4|Mewnbwn|Cell â Dolen|Niwtral|Normal|Nodyn|Allbwn|Canran|Teitl|Cyfanswm|Testun Rhybudd
1107|20% - អេកស្សិន 1|20% - អេកស្សិន 2|20% - អេកស្សិន 3|20% - អេកស្សិន 4|20% - អេកស្សិន 5|20% - អេកស្សិន 6|40% - អេកស្សិន 1|40% - អេកស្សិន 2|40% - អេកស្សិន 3|40% - អេកស្សិន 4|40% - អេកស្សិន 5|40% - អេកស្សិន 6|60% - អេកស្សិន 1|60% - អេកស្សិន 2|60% - អេកស្សិន 3|60% - អេកស្សិន 4|60% - អេកស្សិន 5|60% - អេកស្សិន 6|អេកស្សិន 1|អេកស្សិន 2|អេកស្សិន 3|អេកស្សិន 4|អេកស្សិន 5|អេកស្សិន 6|អាក្រក់|ការគណនា|ត្រួតពិនិត្យក្រឡា|សញ្ញាក្បៀស|សញ្ញាក្បៀស [0]|រូបិយប័ណ្ណ|រូបិយប័ណ្ណ [0]|អត្ថបទពន្យល់|ល្អ|ចំណងជើង 1|ចំណងជើង 2|ចំណងជើង 3|ចំណងជើង 4|បញ្ចូលទិន្នន័យ|ក្រឡាដែលបានភ្ជាប់ជាមួយ|មធ្យម|ធម្មតា|កំណត់ចំណាំ|បញ្ចេញទិន្នន័យ|ភាគរយ|ចំណងជើង|សរុប|អត្ថបទព្រមាន
1110|20% - Énfase1|20% - Énfase2|20% - Énfase3|20% - Énfase4|20% - Énfase5|20% - Énfase6|40% - Énfase1|40% - Énfase2|40% - Énfase3|40% - Énfase4|40% - Énfase5|40% - Énfase6|60% - Énfase1|60% - Énfase2|60% - Énfase3|60% - Énfase4|60% - Énfase5|60% - Énfase6|Énfase1|Énfase2|Énfase3|Énfase4|Énfase5|Énfase6|Incorrecto|Cálculo|Cela de verificación|Coma|Separador de milleiros [0]|Moeda|Moeda [0]|Texto explicativo|Correcto|Título 1|Título 2|Título 3|Título 4|Entrada|Cela ligada|Neutro|Normal|Nota|Saída|Porcentaxe|Título|Total|Texto de aviso
1111|20% - एक्सण्ट1|20% - एक्सण्ट2|20% - एक्सण्ट3|20% - एक्सण्ट4|20% - एक्सण्ट5|20% - एक्सण्ट6|40% - एक्सण्ट1|40% - एक्सण्ट2|40% - एक्सण्ट3|40% - एक्सण्ट4|40% - एक्सण्ट5|40% - एक्सण्ट6|60% - एक्सण्ट1|60% - एक्सण्ट2|60% - एक्सण्ट3|60% - एक्सण्ट4|60% - एक्सण्ट5|60% - एक्सण्ट6|एक्सण्ट1|एक्सण्ट2|एक्सण्ट3|एक्सण्ट4|एक्सण्ट5|एक्सण्ट6|बॅड|गणना|सॅल तपासात|अल्पविराम|अल्पविराम [0]|चलन|चलन [0]|स्पश्टीकरणात्मक पाठ|सामके बरें|शीर्षक 1|शीर्षक 2|शीर्षक 3|शीर्षक 4|इनपूट|लींक केल्ले सॅल|न्यूट्रल|सामान्य|टिपण|आवटपूट|टक्केवारी|शीर्षक|बेरीज|चत्राय पाठ
1115|20% - විලාසය1|20% - විලාසය2|20% - විලාසය3|20% - විලාසය4|20% - විලාසය5|20% - විලාසය6|40% - විලාසය1|40% - විලාසය2|40% - විලාසය3|40% - විලාසය4|40% - විලාසය5|40% - විලාසය6|60% - විලාසය1|60% - විලාසය2|60% - විලාසය3|60% - විලාසය4|60% - විලාසය5|60% - විලාසය6|විලාසය1|විලාසය2|විලාසය3|විලාසය4|විලාසය5|විලාසය6|නරක|ගණනය කිරීම|කොටුව පරීක්ෂා කරන්න|කොමාව|කොමාව [0]|මුදල්|මුදල් [0]|පැහැදුම් පෙළ|හොඳයි|සිරස්තලය 1|සිරස්තලය 2|සිරස්තලය 3|සිරස්තලය 4|ආදානය|සබැඳුණු කොටු|උදාසීන|සාමාන්‍ය|සටහන|ප්‍රතිධානය|ප්‍රතිශතය|මාතෘකාව|එකතුව|අනතුරු ඇඟවීමේ පෙළ
1118|20% - ትእምርት1|20% - ትእምርት2|20% - ትእምርት3|20% - ትእምርት4|20% - ትእምርት5|20% - ትእምርት6|40% - ትእምርት1|40% - ትእምርት2|40% - ትእምርት3|40% - ትእምርት4|40% - ትእምርት5|40% - ትእምርት6|60% - ትእምርት1|60% - ትእምርት2|60% - ትእምርት3|60% - ትእምርት4|60% - ትእምርት5|60% - ትእምርት6|ትእምርት1|ትእምርት2|ትእምርት3|ትእምርት4|ትእምርት5|ትእምርት6|መጥፎ|ስሌት|ሕዋስ አመሳክር|ነጠላ ሠረዝ|ነጠላ ሰረዝ [0]|ምንዛሪ|ምንዛሪ [0]|የማብራሪያ ጽሁፍ|መልካም|ርእስ 1|ርእስ 2|ርእስ 3|ርእስ 4|ግቤት|የተያያዘ ሕዋስ|ግዑዝ|መደበኛ|ማስታወሻ|ውጤት|ከመቶኛዉ|ርእስ|ድምር|የማስጠንቀቂያ ጽሁፍ
1121|20% - बलाघात1|20% - बलाघात2|20% - बलाघात3|20% - बलाघात4|20% - बलाघात5|20% - बलाघात6|40% - बलाघात1|40% - बलाघात2|40% - बलाघात3|40% - बलाघात4|40% - बलाघात5|40% - बलाघात6|60% - बलाघात1|60% - बलाघात2|60% - बलाघात3|60% - बलाघात4|60% - बलाघात5|60% - बलाघात6|बलाघात1|बलाघात2|बलाघात3|बलाघात4|बलाघात5|बलाघात6|खराब|हिसाब|कक्ष जाँच गर्नुहोस्|अल्पविराम|अल्पविराम [0]|मुद्रा|मुद्रा [0]|द्योतक पाठ|राम्रो|शीर्षक 1|शीर्षक 2|शीर्षक 3|शीर्षक 4|आगत|लिङक गरिएको कक्ष|तटस्थ|साधारण|द्रष्टव्य|प्रतिफल|प्रतिशत|शीर्षक|जम्मा|चेतावनी पाठ
1124|20% - Tuldik1|20% - Tuldik2|20% - Tuldik3|20% - Tuldik4|20% - Tuldik5|20% - Tuldik6|40% - Tuldik1|40% - Tuldik2|40% - Tuldik3|40% - Tuldik4|40% - Tuldik5|40% - Tuldik6|60% - Tuldik1|60% - Tuldik2|60% - Tuldik3|60% - Tuldik4|60% - Tuldik5|60% - Tuldik6|Tuldik1|Tuldik2|Tuldik3|Tuldik4|Tuldik5|Tuldik6|Masama|Kalkulasyon|Sumuri ng Cell|Kuwit|Kuwit [0]|Salapi|Salaping Umiiral [0]|Paliwanag na Teksto|Mabuti|Ulunan 1|Ulunan 2|Ulunan 3|Ulunan 4|Input|Nakalink na Cell|Neutral|Normal|Tala|Output|Bahagdan|Pamagat|Kabuuan|Babalang Teksto
1134|20% - Akzent1|20% - Akzent2|20% - Akzent3|20% - Akzent4|20% - Akzent5|20% - Akzent6|40% - Akzent1|40% - Akzent2|40% - Akzent3|40% - Akzent4|40% - Akzent5|40% - Akzent6|60% - Akzent1|60% - Akzent2|60% - Akzent3|60% - Akzent4|60% - Akzent5|60% - Akzent6|Accent1|Accent2|Accent3|Accent4|Accent5|Accent6|Schlecht|Berechnung|Checkzell|Komma|Komma [0]|Währung|Währung [0]|Erklärungstext|Gutt|Iwwerschrëft 1|Iwwerschrëft 2|Iwwerschrëft 3|Iwwerschrëft 4|Input|Verknëppten Zell|Neutral|Normal|Notiz|Output|Prozent|Titel|Total|Warnung Text
1152|20% - بوياق1|20% - تېما2|20% - تېما3|20% - تېما4|20% - تېما5|20% - تېما6|40% - قېنىق1|40% - قېنىق2|40% - قېنىق3|40% - قېنىق4|40% - قېنىق5|40% - بوياق6|60% - تېما1|60% - تېما2|60% - تېما3|60% - تېما4|60% - تېما5|60% - تېما6|تېما1|تېما2|تېما3|تېما4|تېما5|تېما6|ناچار|ھېساپلاش|سېكسىيەنى تەكشۈرۈش|پەش|پەش[0]|پۇل|پۇل [0]|چۈشەندۈرۈش تېكىستى|ياخشى|تېما 1|تېما 2|تېما 3|تېما 4|كىرگۈزۈش|سېكسىيەگە ئۇلاش|نېترال|نورمال|ئىزاھلار|چىقىرىش|پىرسەنت بەلگىسى|ماۋزۇ|خۇلاسىلىمەك|ئەسكەرتىش تىكىستى
1153|20% - Nako1|20% - Nako2|20% - Nako3|20% - Nako4|20% - Nako5|20% - Nako6|40% - Nako1|40% - Nako2|40% - Nako3|40% - Nako4|40% - Nako5|40% - Nako6|60% - Nako1|60% - Nako2|60% - Nako3|60% - Nako4|60% - Nako5|60% - Nako6|Nako1|Nako2|Nako3|Nako4|Nako5|Nako6|Kino|Tataitai|Tiro Pūtau|Piko|Piko [0]|Moni|Moni [0]|Kuputuhi Whakamārama|Pai|Pane 1|Pane 2|Pane 3|Pane 4|Tāuru|Pūtau Hono|Kūpapa|Pūnoa|Tuhipoka|Tāputa|Ōrau|Taitara|Tapeke|Kuputuhi Whakatūpato
1164|20% - اکسان 1|20% - اکسان 2|20% - اکسان 3|20% - اکسان 4|20% - اکسان 5|20% - اکسان 6|40% - اکسان 1|40% - اکسان 2|40% - اکسان 3|40% - اکسان 4|40% - اکسان 5|40% - اکسان 6|60% - اکسان 1|60% - اکسان 2|60% - اکسان 3|60% - اکسان 4|60% - اکسان 5|60% - اکسان 6|اکسان 1|اکسان 2|اکسان 3|اکسان 4|اکسان 5|اکسان 6|بد|محاسبه|سلول را بررسی نمایید|کامه|کامه [0]|پول|واحد پول [0]|متن تشریحی|خوب|سرخط 1|سرخط 2|سرخط 3|سرخط 4|ورودی|سلول پیوند شده|خنثی|نورمال|یادداشت|تولید|فیصد|عنوان|مجموع|نوشته اخطار
1169|20% - Cuideam1|20% - Cuideam2|20% - Cuideam3|20% - Cuideam4|20% - Cuideam5|20% - Cuideam6|40% - Cuideam1|40% - Cuideam2|40% - Cuideam3|40% - Cuideam4|40% - Cuideam5|40% - Cuideam6|60% - Cuideam1|60% - Cuideam2|60% - Cuideam3|60% - Cuideam4|60% - Cuideam5|60% - Cuideam6|Cuideam1|Cuideam2|Cuideam3|Cuideam4|Cuideam5|Cuideam6|Dona|Àireamhachadh|Sgrùd an cealla|Cromag|Cromag [0]|Airgeadra|Airgeadra [0]|Teacsa mìneachaidh|Math|Ceann-sgrìobhadh 1|Ceann-sgrìobhadh 2|Ceann-sgrìobhadh 3|Ceann-sgrìobhadh 4|Ion-chur|Cealla ceangailte|Neodrach|Àbhaisteach|An aire|Às-chur|Ceudad|Tiotal|Iomlan|Teacsa an rabhaidh
2051|20% - Èmfasi1|20% - Èmfasi2|20% - Èmfasi3|20% - Èmfasi4|20% - Èmfasi5|20% - Èmfasi6|40% - Èmfasi1|40% - Èmfasi2|40% - Èmfasi3|40% - Èmfasi4|40% - Èmfasi5|40% - Èmfasi6|60% - Èmfasi1|60% - Èmfasi2|60% - Èmfasi3|60% - Èmfasi4|60% - Èmfasi5|60% - Èmfasi6|Èmfasi1|Èmfasi2|Èmfasi3|Èmfasi4|Èmfasi5|Èmfasi6|Incorrecte|Càlcul|Cel·la de comprovació|Coma|Coma [0]|Moneda|Moneda [0]|Text explicatiu|Bé|Títol 1|Títol 2|Títol 3|Títol 4|Entrada|Cel·la enllaçada|Neutral|Normal|Nota|Resultat|Percentatge|Títol|Total|Text d'advertència
2052|20% - 着色 1|20% - 着色 2|20% - 着色 3|20% - 着色 4|20% - 着色 5|20% - 着色 6|40% - 着色 1|40% - 着色 2|40% - 着色 3|40% - 着色 4|40% - 着色 5|40% - 着色 6|60% - 着色 1|60% - 着色 2|60% - 着色 3|60% - 着色 4|60% - 着色 5|60% - 着色 6|着色 1|着色 2|着色 3|着色 4|着色 5|着色 6|差|计算|检查单元格|千位分隔|千位分隔[0]|货币|货币[0]|解释性文本|好|标题 1|标题 2|标题 3|标题 4|输入|链接单元格|适中|常规|注释|输出|百分比|标题|汇总|警告文本
2057|20% - Accent1|20% - Accent2|20% - Accent3|20% - Accent4|20% - Accent5|20% - Accent6|40% - Accent1|40% - Accent2|40% - Accent3|40% - Accent4|40% - Accent5|40% - Accent6|60% - Accent1|60% - Accent2|60% - Accent3|60% - Accent4|60% - Accent5|60% - Accent6|Accent1|Accent2|Accent3|Accent4|Accent5|Accent6|Bad|Calculation|Check Cell|Comma|Comma [0]|Currency|Currency [0]|Explanatory Text|Good|Heading 1|Heading 2|Heading 3|Heading 4|Input|Linked Cell|Neutral|Normal|Note|Output|Per cent|Title|Total|Warning Text
2058|20% - Énfasis1|20% - Énfasis2|20% - Énfasis3|20% - Énfasis4|20% - Énfasis5|20% - Énfasis6|40% - Énfasis1|40% - Énfasis2|40% - Énfasis3|40% - Énfasis4|40% - Énfasis5|40% - Énfasis6|60% - Énfasis1|60% - Énfasis2|60% - Énfasis3|60% - Énfasis4|60% - Énfasis5|60% - Énfasis6|Énfasis1|Énfasis2|Énfasis3|Énfasis4|Énfasis5|Énfasis6|Incorrecto|Cálculo|Celda de comprobación|Millares|Millares [0]|Moneda|Moneda [0]|Texto explicativo|Bueno|Encabezado 1|Título 2|Título 3|Encabezado 4|Entrada|Celda vinculada|Neutral|Normal|Notas|Salida|Porcentaje|Título|Total|Texto de advertencia
2068|20 % – uthevingsfarge 1|20 % – uthevingsfarge 2|20 % – uthevingsfarge 3|20 % – uthevingsfarge 4|20 % – uthevingsfarge 5|20 % – uthevingsfarge 6|40 % – uthevingsfarge 1|40 % – uthevingsfarge 2|40 % – uthevingsfarge 3|40 % – uthevingsfarge 4|40 % – uthevingsfarge 5|40 % – uthevingsfarge 6|60 % – uthevingsfarge 1|60 % – uthevingsfarge 2|60 % – uthevingsfarge 3|60 % – uthevingsfarge 4|60 % – uthevingsfarge 5|60 % – uthevingsfarge 6|Uthevingsfarge 1|Uthevingsfarge 2|Uthevingsfarge 3|Uthevingsfarge 4|Uthevingsfarge 5|Uthevingsfarge 6|Dårleg|Utrekning|Kontrollcelle|Tusenskilje|Tusenskilje [0]|Valuta|Valuta [0]|Forklarande tekst|God|Overskrift 1|Overskrift 2|Overskrift 3|Overskrift 4|Inndata|Kopla celle|Nøytral|Normal|Merknad|Utdata|Prosent|Tittel|Totalt|Varseltekst
2070|20% - Cor1|20% - Cor2|20% - Cor3|20% - Cor4|20% - Cor5|20% - Cor6|40% - Cor1|40% - Cor2|40% - Cor3|40% - Cor4|40% - Cor5|40% - Cor6|60% - Cor1|60% - Cor2|60% - Cor3|60% - Cor4|60% - Cor5|60% - Cor6|Cor1|Cor2|Cor3|Cor4|Cor5|Cor6|Incorreto|Cálculo|Verificar Célula|Vírgula|Separador de milhares [0]|Moeda|Moeda [0]|Texto Explicativo|Correto|Cabeçalho 1|Cabeçalho 2|Cabeçalho 3|Cabeçalho 4|Entrada|Célula Ligada|Neutro|Normal|Nota|Saída|Percentagem|Título|Total|Texto de Aviso
2108|20% - Aiceann1|20% - Aiceann2|20% - Aiceann3|20% - Aiceann4|20% - Aiceann5|20% - Aiceann6|40% - Aiceann1|40% - Aiceann2|40% - Aiceann3|40% - Aiceann4|40% - Aiceann5|40% - Aiceann6|60% - Aiceann1|60% - Aiceann2|60% - Aiceann3|60% - Aiceann4|60% - Aiceann5|60% - Aiceann6|Aiceann1|Aiceann2|Aiceann3|Aiceann4|Aiceann5|Aiceann6|Dona|Ríomh|Seiceáil Cill|Camóg|Camóg [0]|Airgeadra|Airgeadra [0]|Téacs mínithe|Go maith|Ceannteideal 1|Ceannteideal 2|Ceannteideal 3|Ceannteideal 4|Ionchur|Cill nasctha|Neodrach|Normal|Nóta|Aschur|Faoin gcéad|Teideal|Iomlán|Téacs rabhaidh
2117|২০% - ভঙ্গি ১|২০% - ভঙ্গি ২|২০% - ভঙ্গি ৩|২০% - ভঙ্গি ৪|২০% - ভঙ্গি ৫|২০% - ভঙ্গি ৬|৪০% - ভঙ্গি ১|৪০% - ভঙ্গি ২|৪০% - ভঙ্গি ৩|৪০% - ভঙ্গি ৪|৪০% - ভঙ্গি ৫|৪০% - ভঙ্গি ৬|৬০% - ভঙ্গি ১|৬০% - ভঙ্গি ২|৬০% - ভঙ্গি ৩|৬০% - ভঙ্গি ৪|৬০% - ভঙ্গি ৫|৬০% - ভঙ্গি ৬|ভঙ্গি ১|ভঙ্গি ২|ভঙ্গি ৩|ভঙ্গি ৪|ভঙ্গি ৫|ভঙ্গি ৬|খারাপ|গণনা|কক্ষ পরীক্ষা করুন|কমা|কমা [0]|মুদ্রা|মুদ্রা [0]|ব্যাখ্যামূলক পাঠ|ভালো|শিরোনাম ১|শিরোনাম ২|শিরোনাম ৩|শিরোনাম ৪|ইনপুট|সংযুক্ত কক্ষ|নিরপেক্ষ|সাধারণ|নোট|ফলাফল|শতাংশ|শিরোনাম|মোট|সতর্ককরণ পাঠ
2137|20% - اچار1|20% - اچار2|20% - اچار3|20% - اچار4|20% - اچار5|20% - اچار6|40% - اچار1|40% - اچار2|40% - اچار3|40% - اچار4|40% - اچار5|40% - اچار6|60% - اچار1|60% - اچار2|60% - اچار3|60% - اچار4|60% - اچار5|60% - اچار6|اچار1|اچار 2|اچار 3|اچار4|اچار5|اچار6|برو|حساب|سيل چيڪ ڪريو|ڪاما|ڪاما [0]|ڪرنسي|ڪرنسي[0]|وضاحت وارو متن|سٺو|ذيلي هيڊنگ 1|عنوان 2|عنوان 3|عنوان 4|انپٽ ڪريو|لنڪ ڪيل سيل|غير جانبدار|عام|نوٽ|نتيجو|سيڪڙو|عنوان|ڪل|خبردار ڪرڻ وارو متن
3082|20% - Énfasis1|20% - Énfasis2|20% - Énfasis3|20% - Énfasis4|20% - Énfasis5|20% - Énfasis6|40% - Énfasis1|40% - Énfasis2|40% - Énfasis3|40% - Énfasis4|40% - Énfasis5|40% - Énfasis6|60% - Énfasis1|60% - Énfasis2|60% - Énfasis3|60% - Énfasis4|60% - Énfasis5|60% - Énfasis6|Énfasis1|Énfasis2|Énfasis3|Énfasis4|Énfasis5|Énfasis6|Incorrecto|Cálculo|Celda de comprobación|Millares|Millares [0]|Moneda|Moneda [0]|Texto explicativo|Bueno|Encabezado 1|Título 2|Título 3|Encabezado 4|Entrada|Celda vinculada|Neutral|Normal|Notas|Salida|Porcentaje|Título|Total|Texto de advertencia
3084|20 % - Accent1|20 % - Accent2|20 % - Accent3|20 % - Accent4|20 % - Accent5|20 % - Accent6|40 % - Accent1|40 % - Accent2|40 % - Accent3|40 % - Accent4|40 % - Accent5|40 % - Accent6|60 % - Accent1|60 % - Accent2|60 % - Accent3|60 % - Accent4|60 % - Accent5|60 % - Accent6|Accent1|Accent2|Accent3|Accent4|Accent5|Accent6|Insatisfaisant|Calcul|Vérification|Milliers|Milliers [0]|Monétaire|Monétaire [0]|Texte explicatif|Satisfaisant|Titre 1|Titre 2|Titre 3|Titre 4|Entrée|Cellule liée|Neutre|Normal|Note|Sortie|Pourcentage|Titre|Total|Avertissement
3179|20% - Nipayasqa1|20% - Nipayasqa2|20% - Nipayasqa3|20% - Nipayasqa4|20% - Nipayasqa5|20% - Nipayasqa6|40% - Nipayasqa1|40% - Nipayasqa2|40% - Nipayasqa3|40% - Nipayasqa4|40% - Nipayasqa5|40% - Nipayasqa6|60% - Nipayasqa1|60% - Nipayasqa2|60% - Nipayasqa3|60% - Nipayasqa4|60% - Nipayasqa5|60% - Nipayasqa6|Nipayasqa1|Nipayasqa2|Nipayasqa3|Nipayasqa4|Nipayasqa5|Nipayasqa6|Mana allin|Tantiyaynin|Pukullu qawapayana|Taqaqch'iku|Taqaqch'iku [0]|Qullqi|Qullqi [0]|Yachachiq qillqasqa|Allin|Umachaynin 1|Umachaynin 2|Umachaynin 3|Umachaynin 4|Haykuna|Tinkisqa Pukullu|Pipahpas|Kaqlla|Yuyachiq|Lluqsina|Pachakchasqa|Titulu|Llapan|Willamuchkaq qillqasqa
5146|20% - Naglasak1|20% - Naglasak2|20% - Naglasak3|20% - Naglasak4|20% - Naglasak5|20% - Naglasak6|40% - Naglasak1|40% - Naglasak2|40% - Naglasak3|40% - Naglasak4|40% - Naglasak5|40% - Naglasak6|60% - Naglasak1|60% - Naglasak2|60% - Naglasak3|60% - Naglasak4|60% - Naglasak5|60% - Naglasak6|Naglasak1|Naglasak2|Naglasak3|Naglasak4|Naglasak5|Naglasak6|Loše|Računanje|Provjeri ćeliju|Zarez|Zarez [0]|Valuta|Valuta [0]|Tekst objašnjenja|Dobro|Naslov 1|Naslov 2|Naslov 3|Naslov 4|Unos|Povezana ćelija|Neutralno|Normalno|Bilješka|Izlaz|Procenat|Naslov|Ukupno|Tekst upozorenja
7194|20% - Нагласак1|20% - Нагласак2|20% - Нагласак3|20% - Нагласак4|20% - Нагласак5|20% - Нагласак6|40% - Нагласак1|40% - Нагласак2|40% - Нагласак3|40% - Нагласак4|40% - Нагласак5|40% - Нагласак6|60% - Нагласак1|60% - Нагласак2|60% - Нагласак3|60% - Нагласак4|60% - Нагласак5|60% - Нагласак6|Нагласак1|Нагласак2|Нагласак3|Нагласак4|Нагласак5|Нагласак6|Лоше|Рачунање|Провјери ћелију|Зарез|Зарез [0]|Валута|Валута [0]|Текст објашњења|Добро|Наслов 1|Наслов 2|Наслов 3|Наслов 4|Унос|Повезана ћелија|Неутрално|Нормално|Биљешка|Излаз|Проценат|Наслов|Укупно|Текст упозорења
9242|20% Akcenat1|20% Akcenat2|20% Akcenat3|20% Akcenat4|20% Akcenat5|20% Akcenat6|40% Akcenat1|40% Akcenat2|40% Akcenat3|40% Akcenat4|40% Akcenat5|40% Akcenat6|60% Akcenat1|60% Akcenat2|60% Akcenat3|60% Akcenat4|60% Akcenat5|60% Akcenat6|Akcenat1|Akcenat2|Akcenat3|Akcenat4|Akcenat5|Akcenat6|Loše|Izračunavanje|Ćelija za proveru|Zarez|Zarez [0]|Valuta|Valuta [0]|Tekst objašnjenja|Dobro|Naslov 1|Naslov 2|Naslov 3|Naslov 4|Unos|Povezana ćelija|Neutralno|Normalan|Beleška|Izlaz|Procenat|Naslov|Ukupno|Tekst upozorenja
